isBought,gender,education,house_val,MinAge,MaxAge,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
Yes,Male,High school,0,1,25,Yes,G,Married,No,Professional,Low,Renter,South,8,1
Yes,Male,Bachelor,772831,46,55,Yes,B,Married,No,Professional,High,Owner,South,1,11
No,Female,High school,265251,26,35,Yes,B,Single,No,Sales/Service,Medium,Owner,Midwest,2,5
Yes,Male,High school,255147,26,35,No,F,Single,Yes,Sales/Service,Medium,Owner,South,6,5
No,Male,High school,0,66,100,Yes,U,Married,No,Retired,Low,Renter,South,0,21
No,Male,Some College,136392,36,45,Yes,J,Married,No,Blue Collar,Low,Renter,Midwest,8,7
No,Male,Some College,133416,1,25,No,J,Single,Yes,Sales/Service,Low,Renter,Northeast,1,1
No,Male,Near high school,221956,66,100,No,E,Married,Yes,Retired,Low,Owner,South,1,5
No,Male,Some College,276478,1,100,Yes,F,Married,Yes,Sales/Service,Low,Renter,West,2,4
Yes,Female,Some College,396389,46,55,Yes,C,Married,Yes,Professional,Low,Owner,Midwest,3,8
Yes,Female,Bachelor,242092,36,45,Yes,C,Married,Yes,Professional,Low,Renter,West,3,5
Yes,Female,Some College,21015,46,55,Yes,E,Married,Yes,Professional,Low,Owner,West,3,7
No,Female,Graduated,1907064,26,35,Yes,C,Married,Yes,Professional,High,Owner,West,2,8
Yes,Female,High school,0,26,35,Yes,I,Single,No,Sales/Service,Low,Renter,South,7,3
Yes,Female,Bachelor,0,66,100,Yes,B,Married,No,Professional,Low,Owner,West,2,8
Yes,Male,Some College,167256,26,35,Yes,F,Single,Yes,Blue Collar,Low,Renter,West,5,5
No,Male,Bachelor,229488,46,55,Yes,C,Single,No,Professional,Low,Owner,Northeast,3,11
Yes,Male,Bachelor,361989,46,55,Yes,E,Single,No,Professional,Medium,Owner,West,1,5
Yes,Male,Some College,435945,56,65,Yes,C,Married,Yes,Professional,High,Owner,West,2,4
Yes,Male,Bachelor,306181,36,45,Yes,C,Married,Yes,Professional,High,Owner,West,1,6
Yes,Female,High school,0,46,55,Yes,E,Married,Yes,Retired,Low,Renter,Northeast,7,11
Yes,Female,Bachelor,0,46,55,Yes,G,Single,No,Blue Collar,Low,Renter,Midwest,5,3
Yes,Female,Some College,225739,56,65,Yes,B,Married,Yes,Sales/Service,Medium,Owner,Northeast,5,5
No,Male,High school,201955,26,35,Yes,I,Single,No,Professional,Low,Owner,South,3,5
Yes,Male,Unknown,0,1,100,No,U,Single,No,Others,Low,Renter,Northeast,0,21
Yes,Female,Some College,43662,36,45,Yes,G,Married,Yes,Professional,Low,Renter,Midwest,9,4
No,Female,Bachelor,0,36,45,No,G,Single,Yes,Professional,Low,Renter,South,9,1
No,Male,Bachelor,536498,26,35,Yes,B,Single,No,Sales/Service,High,Owner,South,1,6
No,Female,High school,0,66,100,No,E,Single,Yes,Retired,Low,Owner,Midwest,7,5
Yes,Female,Some College,372289,46,55,Yes,B,Married,No,Professional,Low,Owner,Northeast,1,12
Yes,Male,Graduated,137732,56,65,Yes,F,Married,Yes,Blue Collar,Low,Owner,Midwest,4,5
Yes,Male,Graduated,0,26,35,Yes,G,Single,No,Professional,Low,Renter,South,4,7
Yes,Male,Near high school,0,1,100,Yes,G,Single,No,Sales/Service,Low,Renter,Northeast,9,4
Yes,Female,High school,0,46,55,Yes,E,Married,No,Professional,Low,Owner,Northeast,3,7
No,Female,Some College,0,26,35,Yes,E,Single,Yes,Blue Collar,Low,Owner,Midwest,8,5
No,Male,High school,605767,56,65,Yes,E,Single,No,Professional,Medium,Owner,Northeast,5,6
No,Male,Near high school,242797,66,100,Yes,B,Married,No,Retired,Medium,Owner,South,3,12
No,Female,Some College,133416,26,35,Yes,F,Married,Yes,Professional,Low,Owner,South,3,3
Yes,Male,Unknown,159695,1,100,Yes,E,Single,No,Others,Low,Renter,South,8,6
Yes,Male,Bachelor,595957,46,55,Yes,B,Married,Yes,Professional,Low,Renter,West,1,6
No,Male,Some College,232606,1,25,Yes,B,Single,No,Sales/Service,Low,Owner,South,3,6
No,Male,Graduated,434910,46,55,Yes,B,Married,No,Professional,Medium,Owner,West,3,12
Yes,Male,Bachelor,535626,1,100,Yes,C,Single,No,Others,High,Owner,West,2,6
No,Female,Graduated,3571330,56,65,Yes,B,Married,Yes,Professional,Low,Owner,Northeast,1,11
No,Female,Bachelor,424020,66,100,Yes,D,Married,No,Sales/Service,Low,Owner,Midwest,1,2
Yes,Male,Graduated,949814,26,35,Yes,B,Single,No,Sales/Service,Low,Renter,South,1,11
No,Female,Some College,142441,1,100,Yes,D,Single,No,Blue Collar,Low,Owner,Midwest,5,5
Yes,Male,Bachelor,799613,46,55,Yes,B,Married,Yes,Professional,Low,Owner,Rest,2,11
Yes,Male,Graduated,0,26,35,No,H,Single,No,Professional,Low,Renter,West,3,6
Yes,Male,Graduated,438340,26,35,No,B,Married,No,Sales/Service,Low,Renter,Northeast,5,8
No,Female,Bachelor,168950,1,100,Yes,E,Married,Yes,Sales/Service,Medium,Owner,South,9,6
Yes,Male,High school,310868,36,45,Yes,F,Married,Yes,Blue Collar,High,Owner,West,3,8
No,Male,Near high school,373488,1,100,Yes,I,Married,No,Professional,Low,Owner,West,1,5
No,Female,Bachelor,0,1,100,Yes,A,Married,No,Professional,Low,Renter,Midwest,1,4
Yes,Male,Bachelor,233696,56,65,Yes,B,Married,No,Professional,Low,Owner,Midwest,3,6
No,Female,Some College,315838,36,45,No,B,Single,No,Blue Collar,Low,Renter,South,1,6
Yes,Male,Graduated,434256,26,35,Yes,E,Married,Yes,Professional,High,Owner,South,1,5
No,Female,Bachelor,1382621,46,55,Yes,B,Married,No,Professional,Medium,Owner,Midwest,1,11
No,Female,Bachelor,0,36,45,Yes,A,Single,Yes,Sales/Service,Low,Renter,Midwest,2,5
No,Male,High school,172656,66,100,Yes,B,Married,No,Retired,Medium,Owner,Midwest,4,2
No,Female,Near high school,95445,66,100,No,G,Single,Yes,Retired,Low,Renter,South,5,4
No,Male,Some College,88949,46,55,Yes,E,Single,Yes,Blue Collar,Low,Owner,Midwest,5,5
No,Male,Near high school,0,1,100,No,G,Single,Yes,Blue Collar,Low,Renter,South,9,1
Yes,Female,Near high school,0,46,55,Yes,C,Married,No,Farm,Low,Owner,Midwest,3,5
Yes,Male,High school,251027,56,65,Yes,I,Married,No,Professional,Medium,Owner,West,5,7
Yes,Male,High school,0,46,55,Yes,J,Married,Yes,Professional,Low,Renter,Northeast,2,4
Yes,Male,Bachelor,123987,46,55,Yes,I,Married,No,Professional,Low,Owner,South,1,5
No,Male,High school,70457,36,45,No,F,Married,Yes,Blue Collar,Low,Renter,South,8,1
No,Female,Bachelor,837250,1,100,Yes,B,Single,No,Professional,High,Owner,South,1,11
Yes,Male,Bachelor,433440,56,65,No,E,Married,No,Professional,Low,Owner,Northeast,3,7
No,Female,Some College,0,66,100,Yes,B,Married,No,Retired,Low,Owner,Midwest,2,7
Yes,Male,Bachelor,422832,36,45,No,C,Married,Yes,Professional,Medium,Owner,Northeast,1,9
Yes,Male,Graduated,366894,56,65,No,B,Single,No,Professional,Low,Owner,Midwest,1,5
No,Female,High school,64580,1,100,No,G,Single,Yes,Sales/Service,Low,Owner,Midwest,4,4
No,Male,Bachelor,325801,56,65,Yes,D,Single,No,Sales/Service,Low,Owner,South,1,8
No,Male,Bachelor,216855,66,100,Yes,I,Married,No,Professional,Low,Owner,West,1,5
No,Female,High school,0,1,100,Yes,E,Single,No,Sales/Service,Low,Renter,South,7,5
No,Female,Some College,523854,1,25,No,F,Single,Yes,Sales/Service,Medium,Owner,West,8,2
No,Male,Some College,298158,1,100,Yes,D,Single,No,Sales/Service,Low,Owner,West,3,6
No,Male,Some College,1041331,56,65,Yes,H,Single,No,Professional,Low,Owner,West,2,5
Yes,Male,Some College,395166,36,45,Yes,C,Married,Yes,Sales/Service,High,Owner,South,2,6
No,Male,Bachelor,100781,46,55,Yes,F,Married,No,Professional,Low,Owner,Northeast,5,5
No,Female,Some College,281426,26,35,Yes,G,Single,No,Sales/Service,Low,Renter,South,3,3
No,Female,Graduated,372453,46,55,No,E,Single,Yes,Sales/Service,Low,Owner,Northeast,3,5
No,Female,Near high school,0,66,100,Yes,G,Single,No,Retired,Low,Renter,South,9,1
No,Female,Near high school,0,46,55,No,B,Married,No,Sales/Service,Low,Owner,South,2,6
Yes,Female,Graduated,251790,36,45,Yes,C,Single,Yes,Professional,Medium,Owner,South,1,9
Yes,Male,Bachelor,266895,36,45,Yes,C,Married,Yes,Professional,Medium,Owner,South,2,7
No,Male,High school,100698,26,35,Yes,I,Single,No,Sales/Service,Low,Renter,Midwest,4,3
Yes,Male,Some College,297025,26,35,Yes,C,Married,Yes,Sales/Service,Low,Owner,South,1,8
No,Male,Bachelor,198380,26,35,Yes,E,Married,No,Professional,Medium,Owner,Midwest,2,5
Yes,Female,Graduated,226720,1,100,No,E,Single,No,Professional,Medium,Owner,Northeast,6,6
No,Female,Some College,144970,26,35,No,F,Married,Yes,Blue Collar,Medium,Owner,West,5,5
Yes,Male,Near high school,0,36,45,Yes,J,Married,No,Professional,Low,Renter,West,6,5
Yes,Male,Near high school,104850,26,35,Yes,F,Married,Yes,Blue Collar,Low,Owner,West,3,4
Yes,Male,Bachelor,601680,1,100,No,B,Single,No,Professional,Low,Renter,West,1,8
No,Female,Some College,154289,36,45,Yes,G,Married,Yes,Sales/Service,Low,Renter,Northeast,2,7
No,Male,Some College,130800,26,35,No,F,Married,No,Blue Collar,Low,Owner,South,8,4
Yes,Female,Bachelor,59732,46,55,Yes,F,Married,Yes,Professional,Low,Owner,Northeast,1,4
No,Female,Graduated,0,46,55,No,F,Single,Yes,Professional,Low,Owner,Midwest,5,5
No,Female,Some College,0,36,45,Yes,H,Single,No,Blue Collar,Low,Renter,Midwest,6,4
No,Female,High school,0,46,55,No,J,Single,No,Sales/Service,Low,Owner,South,8,1
Yes,Female,Bachelor,297025,56,65,Yes,D,Married,No,Professional,Low,Owner,West,5,6
Yes,Female,High school,0,1,100,Yes,B,Single,No,Sales/Service,Low,Owner,Northeast,1,12
Yes,Male,Graduated,533664,46,55,No,C,Married,Yes,Professional,High,Owner,West,2,7
Yes,Male,Some College,359976,36,45,Yes,C,Married,No,Professional,High,Owner,West,1,6
Yes,Male,Bachelor,612144,36,45,Yes,C,Married,Yes,Sales/Service,High,Owner,West,6,1
No,Male,Bachelor,254090,1,100,No,E,Married,No,Blue Collar,High,Owner,West,5,5
No,Female,Near high school,0,36,45,Yes,G,Single,No,Sales/Service,Low,Renter,South,6,2
Yes,Male,Graduated,497040,56,65,Yes,C,Married,Yes,Professional,Low,Owner,South,1,10
No,Female,Some College,315195,56,65,No,E,Single,No,Sales/Service,Low,Owner,South,2,2
No,Male,Some College,146572,1,25,No,A,Single,No,Sales/Service,Low,Renter,West,7,6
Yes,Male,Bachelor,388824,36,45,Yes,E,Married,Yes,Professional,Medium,Owner,Northeast,1,8
Yes,Male,Graduated,537915,46,55,Yes,C,Married,Yes,Professional,High,Owner,South,1,8
No,Male,Near high school,366240,46,55,Yes,J,Single,No,Farm,Low,Owner,West,6,3
Yes,Male,Bachelor,317210,36,45,Yes,A,Married,No,Professional,Low,Renter,West,1,12
Yes,Female,High school,136032,26,35,Yes,E,Single,Yes,Professional,Low,Owner,South,1,7
No,Female,Near high school,0,36,45,No,G,Single,Yes,Sales/Service,Low,Renter,Midwest,8,2
Yes,Male,Graduated,918216,46,55,Yes,B,Married,No,Professional,High,Owner,Northeast,1,12
No,Female,Bachelor,191840,56,65,Yes,B,Married,No,Professional,Low,Owner,Northeast,1,5
Yes,Female,High school,319184,46,55,Yes,E,Married,No,Professional,Low,Owner,South,2,9
No,Male,High school,461854,66,100,Yes,D,Single,No,Sales/Service,Low,Owner,West,1,6
Yes,Female,Bachelor,198129,46,55,Yes,C,Single,No,Professional,Low,Owner,Northeast,2,5
Yes,Female,Some College,254144,26,35,Yes,F,Married,Yes,Professional,Medium,Owner,West,6,6
Yes,Female,Some College,269775,26,35,Yes,F,Single,Yes,Sales/Service,Low,Owner,South,5,5
No,Male,High school,74290,66,100,Yes,F,Married,No,Farm,Low,Owner,Midwest,3,7
Yes,Male,Graduated,552085,26,35,Yes,A,Single,Yes,Sales/Service,Low,Renter,Northeast,2,9
Yes,Male,High school,0,36,45,Yes,A,Married,Yes,Sales/Service,Low,Renter,Midwest,2,7
Yes,Male,Some College,1417119,46,55,No,E,Single,No,Sales/Service,Low,Owner,West,1,9
Yes,Male,Some College,0,1,25,No,G,Single,No,Sales/Service,Low,Renter,West,7,6
Yes,Male,Bachelor,427934,56,65,Yes,C,Single,Yes,Retired,Low,Owner,South,1,1
No,Female,Some College,0,36,45,Yes,G,Single,Yes,Professional,Low,Owner,West,3,6
No,Male,Near high school,119333,26,35,No,F,Single,Yes,Blue Collar,Low,Renter,South,7,4
Yes,Female,Some College,0,46,55,Yes,I,Married,No,Professional,Low,Owner,Midwest,1,5
No,Male,Near high school,413108,1,100,No,E,Married,No,Sales/Service,Medium,Owner,West,2,11
No,Male,Some College,42292,1,100,No,G,Married,No,Blue Collar,Low,Renter,Midwest,8,4
Yes,Male,Some College,736567,56,65,Yes,C,Single,No,Sales/Service,High,Owner,West,1,7
Yes,Male,High school,321801,46,55,Yes,B,Married,No,Professional,Medium,Owner,South,1,7
No,Female,High school,111363,56,65,No,G,Single,No,Sales/Service,Low,Owner,South,3,2
No,Male,High school,0,66,100,Yes,B,Married,No,Retired,Low,Owner,Northeast,4,5
Yes,Male,Bachelor,351982,46,55,Yes,C,Married,Yes,Professional,High,Owner,South,3,8
Yes,Male,Some College,109989,36,45,Yes,C,Married,Yes,Blue Collar,Low,Renter,South,7,5
No,Male,Some College,129710,1,100,No,F,Single,Yes,Blue Collar,Low,Owner,Northeast,9,3
No,Male,Graduated,139084,66,100,Yes,E,Married,No,Retired,Low,Owner,South,4,9
No,Male,Some College,250700,56,65,No,I,Married,No,Sales/Service,Low,Renter,Northeast,3,5
No,Male,Bachelor,440059,1,25,Yes,B,Married,No,Professional,Medium,Owner,South,1,8
No,Male,High school,62018,26,35,Yes,F,Single,Yes,Blue Collar,Low,Renter,South,8,4
No,Male,Graduated,0,1,100,No,H,Single,No,Sales/Service,Low,Renter,South,5,2
Yes,Female,Bachelor,0,26,35,Yes,G,Single,No,Sales/Service,Low,Renter,South,5,5
No,Female,Some College,155739,26,35,Yes,B,Single,No,Professional,Low,Owner,Midwest,6,6
Yes,Male,Bachelor,242099,26,35,Yes,F,Married,No,Blue Collar,Low,Owner,South,3,6
No,Male,Bachelor,477211,66,100,Yes,D,Married,No,Professional,Low,Owner,South,1,5
No,Male,Near high school,115692,66,100,Yes,G,Single,Yes,Retired,Low,Owner,South,5,4
No,Female,Some College,0,1,25,Yes,E,Single,Yes,Sales/Service,Low,Renter,Midwest,9,4
No,Male,Some College,473376,26,35,Yes,E,Single,No,Sales/Service,Low,Owner,Northeast,2,2
Yes,Female,Some College,193475,66,100,Yes,F,Single,Yes,Sales/Service,Low,Owner,West,3,5
No,Female,High school,154290,46,55,Yes,B,Married,No,Blue Collar,Low,Owner,Midwest,5,7
Yes,Male,Bachelor,414298,46,55,Yes,C,Married,Yes,Professional,Low,Owner,Northeast,2,11
No,Male,Bachelor,463670,36,45,Yes,A,Single,No,Professional,Low,Renter,South,3,7
Yes,Male,Near high school,0,1,100,No,G,Single,Yes,Blue Collar,Low,Renter,West,9,2
No,Male,Some College,163630,36,45,No,G,Single,No,Sales/Service,Low,Renter,West,9,5
Yes,Male,Some College,270320,36,45,Yes,C,Married,Yes,Farm,Low,Owner,Midwest,2,1
No,Female,Bachelor,132762,66,100,No,D,Single,No,Professional,Low,Owner,West,2,6
No,Female,Near high school,2234430,46,55,No,B,Married,No,Professional,Low,Owner,Northeast,1,12
No,Male,High school,1065584,1,100,No,G,Single,No,Professional,Low,Renter,West,6,6
Yes,Female,Graduated,268630,1,100,Yes,C,Single,No,Professional,Medium,Owner,South,6,7
No,Female,Some College,286888,1,25,Yes,C,Single,Yes,Blue Collar,Low,Owner,South,2,8
No,Male,Graduated,102460,1,100,Yes,E,Married,No,Sales/Service,Low,Owner,Midwest,5,5
Yes,Female,Bachelor,161036,46,55,No,E,Married,No,Sales/Service,Low,Owner,Northeast,2,5
No,Female,Near high school,0,66,100,No,A,Single,No,Retired,Low,Renter,West,3,5
No,Male,Bachelor,359155,36,45,Yes,E,Married,Yes,Blue Collar,High,Owner,West,1,4
Yes,Female,Bachelor,228540,56,65,Yes,B,Married,No,Professional,Low,Owner,Northeast,1,11
Yes,Female,Bachelor,155045,36,45,Yes,A,Single,No,Professional,Low,Owner,South,2,5
Yes,Male,Some College,233085,66,100,Yes,B,Married,No,Professional,Low,Owner,South,2,5
Yes,Male,Graduated,631764,46,55,Yes,B,Married,Yes,Professional,High,Owner,South,1,9
No,Male,Graduated,1182650,56,65,Yes,B,Married,No,Professional,Low,Owner,West,1,8
Yes,Male,Bachelor,712206,36,45,Yes,C,Single,Yes,Professional,High,Owner,Northeast,1,9
No,Female,Some College,96562,36,45,No,E,Married,Yes,Blue Collar,Low,Owner,South,6,6
No,Female,Bachelor,558581,26,35,Yes,F,Single,Yes,Blue Collar,High,Owner,West,1,5
Yes,Female,Some College,149722,36,45,Yes,F,Single,Yes,Retired,Low,Owner,Northeast,6,4
Yes,Male,Graduated,305483,56,65,Yes,A,Married,No,Professional,Low,Owner,Northeast,2,6
Yes,Female,Some College,227328,36,45,Yes,J,Married,No,Professional,Low,Renter,South,4,1
Yes,Male,Bachelor,239963,56,65,No,B,Single,No,Professional,Low,Owner,West,5,3
No,Male,Some College,23805,1,100,Yes,I,Single,No,Others,Low,Renter,South,5,4
Yes,Female,Some College,347928,36,45,Yes,C,Married,Yes,Professional,Medium,Owner,South,1,6
Yes,Male,Near high school,283167,46,55,Yes,C,Married,Yes,Professional,High,Owner,South,3,5
No,Female,High school,193420,66,100,Yes,H,Single,No,Retired,Low,Owner,South,2,5
Yes,Male,Graduated,316100,46,55,Yes,C,Married,Yes,Professional,Low,Renter,South,1,1
Yes,Male,Graduated,200821,46,55,Yes,B,Married,No,Blue Collar,Low,Owner,Midwest,2,6
Yes,Male,Some College,416271,46,55,No,C,Married,No,Sales/Service,High,Owner,South,1,8
No,Male,Unknown,162911,1,100,No,C,Married,Yes,Blue Collar,Medium,Owner,Midwest,3,5
Yes,Female,Bachelor,0,46,55,Yes,U,Single,No,Sales/Service,Low,Renter,West,0,21
Yes,Male,Bachelor,305810,56,65,Yes,B,Married,Yes,Professional,Low,Owner,South,1,7
Yes,Female,Some College,172433,26,35,No,J,Single,Yes,Sales/Service,Low,Owner,South,7,4
No,Male,Bachelor,258493,26,35,Yes,I,Single,No,Sales/Service,Low,Owner,South,3,7
No,Female,Near high school,400000,1,100,No,G,Single,Yes,Sales/Service,Low,Renter,South,8,4
Yes,Male,Graduated,613615,46,55,Yes,C,Married,Yes,Professional,Low,Renter,West,1,8
No,Male,Near high school,437962,1,100,Yes,G,Married,Yes,Blue Collar,Low,Renter,West,9,1
No,Male,Some College,0,1,100,No,C,Married,No,Sales/Service,Low,Owner,Northeast,3,7
No,Male,Some College,116357,56,65,Yes,F,Married,No,Others,Low,Owner,South,3,6
No,Female,Bachelor,39327,36,45,No,H,Married,Yes,Sales/Service,Low,Renter,South,3,2
No,Female,High school,0,66,100,Yes,H,Single,No,Retired,Low,Renter,Northeast,3,2
Yes,Female,Some College,143167,36,45,No,E,Single,No,Sales/Service,Low,Renter,South,1,5
Yes,Male,Graduated,801509,46,55,Yes,B,Married,No,Professional,High,Owner,West,1,9
Yes,Male,Some College,3408430,46,55,Yes,B,Married,Yes,Professional,High,Owner,South,1,12
No,Male,Bachelor,209247,36,45,No,C,Married,Yes,Professional,Medium,Owner,West,2,6
No,Male,Near high school,583839,46,55,Yes,C,Married,Yes,Professional,High,Owner,South,1,9
Yes,Male,Graduated,488374,56,65,Yes,B,Married,No,Professional,Low,Owner,South,4,5
No,Female,Some College,152055,26,35,No,F,Married,Yes,Sales/Service,Medium,Owner,Midwest,3,4
Yes,Female,Bachelor,235178,36,45,Yes,C,Married,Yes,Professional,Medium,Owner,South,3,7
Yes,Male,High school,414614,66,100,Yes,D,Married,No,Others,Low,Owner,South,1,1
No,Female,Some College,231810,46,55,Yes,E,Married,No,Professional,Low,Owner,Northeast,2,7
No,Female,High school,0,1,100,Yes,I,Married,No,Sales/Service,Low,Owner,Northeast,8,5
No,Female,Near high school,276969,1,100,Yes,B,Single,No,Sales/Service,Low,Owner,Northeast,3,5
Yes,Male,Graduated,247996,46,55,Yes,B,Married,Yes,Professional,Low,Owner,Northeast,1,11
Yes,Female,Some College,517542,46,55,Yes,E,Single,Yes,Sales/Service,Low,Owner,West,1,2
No,Female,Near high school,129797,1,100,No,D,Single,No,Sales/Service,Low,Owner,West,2,2
No,Male,High school,92759,46,55,Yes,B,Married,No,Sales/Service,Low,Owner,South,4,5
No,Female,Some College,0,56,65,Yes,J,Married,No,Farm,Low,Owner,South,3,5
Yes,Female,High school,0,1,100,Yes,G,Single,No,Professional,Low,Renter,Midwest,9,3
Yes,Male,Bachelor,144359,36,45,Yes,E,Single,Yes,Blue Collar,Low,Owner,South,3,1
Yes,Male,Graduated,304646,66,100,Yes,I,Married,No,Retired,Low,Renter,West,6,5
Yes,Female,Bachelor,0,26,35,Yes,I,Married,No,Sales/Service,Low,Owner,Midwest,7,5
No,Male,Near high school,0,56,65,No,H,Single,No,Blue Collar,Low,Renter,South,9,1
Yes,Male,Some College,572359,46,55,Yes,C,Married,Yes,Professional,High,Owner,West,1,7
Yes,Male,Graduated,0,46,55,No,I,Married,No,Professional,Low,Owner,South,1,6
No,Male,Some College,219940,1,25,Yes,E,Single,No,Sales/Service,Low,Owner,Midwest,2,7
No,Male,Near high school,319642,1,25,No,G,Single,Yes,Blue Collar,Low,Owner,West,4,1
Yes,Male,Some College,239800,1,100,Yes,E,Single,Yes,Blue Collar,Medium,Owner,South,1,4
No,Female,High school,31217,66,100,No,F,Single,No,Retired,Low,Owner,Midwest,8,3
Yes,Male,Some College,737684,56,65,Yes,B,Married,No,Sales/Service,Low,Renter,West,1,3
Yes,Male,Graduated,852489,26,35,Yes,C,Single,Yes,Sales/Service,Low,Owner,Northeast,1,12
Yes,Male,Bachelor,0,26,35,Yes,C,Married,No,Professional,Low,Owner,West,5,3
Yes,Male,Bachelor,528432,66,100,Yes,C,Single,No,Retired,Low,Owner,Midwest,1,9
No,Female,Some College,154671,66,100,No,D,Married,No,Professional,Low,Owner,Northeast,1,2
Yes,Male,Bachelor,104212,56,65,No,I,Single,No,Professional,Low,Renter,Midwest,4,3
No,Female,Some College,494751,56,65,Yes,B,Married,No,Professional,Low,Owner,West,1,7
Yes,Male,Graduated,559707,46,55,Yes,C,Married,Yes,Professional,High,Owner,Midwest,1,10
Yes,Male,Graduated,1578919,56,65,No,B,Married,No,Professional,Low,Owner,South,1,12
Yes,Male,High school,592480,46,55,Yes,B,Married,No,Blue Collar,Low,Renter,South,3,7
No,Male,Some College,618684,36,45,No,E,Married,Yes,Professional,Low,Renter,West,1,5
No,Male,Some College,0,26,35,Yes,F,Single,No,Blue Collar,Low,Owner,South,6,4
Yes,Female,Some College,199143,56,65,Yes,B,Married,No,Sales/Service,Low,Owner,Midwest,4,6
Yes,Male,Bachelor,349922,66,100,Yes,E,Married,Yes,Retired,Low,Owner,Northeast,2,7
No,Female,Bachelor,490494,56,65,Yes,B,Single,No,Retired,High,Owner,West,1,10
No,Female,Bachelor,7357,26,35,Yes,G,Single,No,Professional,Low,Renter,Northeast,3,2
Yes,Female,High school,455184,36,45,Yes,C,Married,No,Professional,High,Owner,West,1,8
Yes,Male,Near high school,329834,1,100,No,D,Single,No,Blue Collar,Low,Owner,West,2,6
Yes,Male,Bachelor,264979,1,100,Yes,E,Single,No,Sales/Service,High,Owner,Midwest,1,6
Yes,Male,High school,187011,56,65,Yes,F,Married,Yes,Blue Collar,Low,Owner,Midwest,1,7
Yes,Female,Bachelor,473365,46,55,Yes,B,Married,Yes,Professional,Medium,Owner,Midwest,1,8
No,Female,Near high school,85208,36,45,No,F,Married,Yes,Blue Collar,Low,Owner,South,9,5
No,Female,Graduated,221052,66,100,Yes,D,Single,No,Retired,Low,Owner,Northeast,1,2
No,Female,Some College,0,1,25,No,G,Married,No,Blue Collar,Low,Renter,West,9,3
No,Female,High school,133176,56,65,No,B,Single,No,Sales/Service,Low,Owner,West,3,5
Yes,Male,Graduated,248334,36,45,Yes,C,Single,Yes,Professional,Medium,Owner,South,1,5
No,Female,Graduated,490990,46,55,Yes,B,Married,No,Professional,Medium,Owner,South,1,7
Yes,Male,Graduated,251108,36,45,Yes,C,Married,Yes,Professional,High,Owner,South,2,7
No,Male,High school,0,66,100,Yes,D,Single,No,Retired,Low,Owner,Midwest,6,6
No,Female,Some College,1000000,26,35,No,A,Single,Yes,Professional,Low,Renter,Northeast,1,3
No,Female,Bachelor,327327,26,35,No,D,Married,No,Professional,Low,Owner,South,1,4
Yes,Female,Some College,184188,1,25,No,E,Single,Yes,Blue Collar,Low,Owner,South,8,5
No,Female,High school,0,36,45,Yes,F,Married,Yes,Sales/Service,Low,Renter,Northeast,8,4
No,Female,Bachelor,0,26,35,Yes,E,Married,Yes,Sales/Service,Low,Renter,South,8,4
Yes,Female,Bachelor,690624,36,45,Yes,B,Single,No,Professional,Low,Owner,Northeast,1,5
Yes,Male,Some College,686645,26,35,No,C,Married,No,Professional,High,Owner,West,5,5
No,Male,Some College,161216,46,55,Yes,J,Married,No,Professional,Low,Owner,South,1,7
Yes,Male,Bachelor,352440,46,55,Yes,C,Married,Yes,Professional,Low,Owner,Midwest,1,8
No,Female,High school,0,1,100,No,E,Single,No,Sales/Service,Low,Renter,South,8,5
No,Female,Graduated,584240,66,100,No,C,Single,No,Retired,Low,Renter,West,1,6
Yes,Male,High school,293871,56,65,Yes,C,Married,Yes,Retired,High,Owner,Midwest,1,11
No,Male,High school,108564,26,35,Yes,F,Married,No,Others,Low,Owner,Midwest,4,5
Yes,Male,High school,183229,26,35,Yes,I,Single,No,Blue Collar,Low,Owner,South,3,5
Yes,Male,Bachelor,1451799,1,25,Yes,B,Single,Yes,Sales/Service,Low,Owner,West,1,12
Yes,Male,Some College,397632,46,55,Yes,C,Married,Yes,Blue Collar,Low,Owner,South,1,5
No,Male,Some College,116739,46,55,No,I,Single,No,Professional,Low,Owner,West,4,5
No,Female,Some College,108040,56,65,No,I,Single,Yes,Blue Collar,Low,Owner,South,1,3
Yes,Male,Bachelor,479589,1,100,No,B,Single,Yes,Professional,High,Owner,South,1,9
Yes,Female,Bachelor,777170,46,55,Yes,C,Married,Yes,Professional,High,Owner,South,1,10
Yes,Male,Bachelor,198380,1,25,Yes,C,Single,Yes,Sales/Service,Low,Owner,Midwest,2,4
Yes,Male,Bachelor,233061,26,35,Yes,E,Married,Yes,Professional,Medium,Owner,Midwest,2,8
No,Female,High school,59350,66,100,Yes,J,Married,No,Retired,Low,Owner,Northeast,1,4
No,Female,Bachelor,69440,56,65,Yes,J,Single,No,Professional,Low,Owner,Northeast,5,3
No,Male,Graduated,731935,66,100,Yes,B,Married,No,Retired,Low,Owner,Northeast,2,7
Yes,Female,Some College,112182,36,45,No,F,Single,No,Sales/Service,Low,Owner,South,2,5
No,Female,High school,0,1,25,No,A,Single,Yes,Sales/Service,Low,Renter,South,5,3
No,Female,High school,279258,1,25,No,E,Single,Yes,Blue Collar,Medium,Owner,South,2,6
Yes,Female,Near high school,0,26,35,No,E,Married,Yes,Blue Collar,Low,Renter,South,5,3
Yes,Female,Some College,164045,56,65,Yes,I,Married,Yes,Professional,Medium,Owner,West,8,7
